Date,Ticker,Ticker_name,Exposure,Category,Sharpe_Rank_qtd_change,current_Sharpe_Rank,previous_Sharpe_Rank
2026-08-25,TLT,ISHARES:20+ TRS BD ETF,Bonds,Bonds,-23.6,48.6,72.2
2026-08-25,TMO,THERMO FISHER SCIENTIFIC INC.,Health Care,Health Care,40.9,84.1,43.2
2026-08-25,TMUS,"T-MOBILE US, INC.",Communication Services,Communication Services,48.2,72.8,24.6
2026-08-25,TNX,10 Y TSY YLD NDX,Yields,Yields,14.8,49.0,34.2
2026-08-25,TPL,TEXAS PACIFIC LAND ,Energy,Energy,-44.7,39.5,84.2
2026-08-25,TPR,"TAPESTRY, INC.",Consumer Discretionary,Consumer Discretionary,-40.5,11.7,52.2
2026-08-25,TRGP,TARGA RESOURCES CORP.,Energy,Energy,16.3,66.1,49.8
2026-08-25,TRMB,TRIMBLE INC.,Information Technology,Information Technology,58.6,68.8,10.2
2026-08-25,TROW,"T. ROWE PRICE GROUP, INC.",Financials,Financials,-70.5,14.9,85.4
2026-08-25,TRV,"THE TRAVELERS COMPANIES, INC.",Financials,Financials,-94.8,5.0,99.8
2026-08-25,TS,TENARIS SA,,MR Discretion,31.7,31.9,0.2
2026-08-25,TSCO,TRACTOR SUPPLY COMPANY,Consumer Discretionary,Consumer Discretionary,30.9,93.5,62.6
2026-08-25,TSLA,"TESLA, INC.",Consumer Discretionary,Consumer Discretionary,31.3,84.7,53.4
2026-08-25,TSN,"TYSON FOODS, INC.",Consumer Staples,Consumer Staples,-14.9,16.5,31.4
2026-08-25,TT,TRANE TECHNOLOGIES PLC,Industrials,Industrials,-38.3,40.7,79.0
2026-08-25,TTD,"THE TRADE DESK, INC.",Communication Services,Communication Services,4.2,22.4,18.2
2026-08-25,TTWO,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",Communication Services,Communication Services,-63.4,22.4,85.8
2026-08-25,TUR,ISHARES:MSCI TURKEY,,Foreign,33.4,70.0,36.6
2026-08-25,TXN,TEXAS INSTRUMENTS INC.,Information Technology,Information Technology,-18.6,29.2,47.8
2026-08-25,TXT,TEXTRON INC.,Industrials,Industrials,-43.9,8.1,52.0
2026-08-25,TYL,"TYLER TECHNOLOGIES, INC.",Information Technology,Information Technology,58.5,89.9,31.4
2026-08-25,TYX,30 Y TSY YLD NDX,Yields,Yields,32.0,55.0,23.0
2026-08-25,UAL,"UNITED AIRLINES HOLDINGS, INC.",Industrials,Industrials,-63.4,25.6,89.0
2026-08-25,UBER,"UBER TECHNOLOGIES, INC.",Industrials,Industrials,47.2,97.4,50.2
2026-08-25,UDR,"UDR, INC.",Real Estate,Real Estate,-59.1,37.5,96.6
2026-08-25,UHS,"UNIVERSAL HEALTH SERVICES, INC.",Health Care,Health Care,-2.1,60.5,62.6
2026-08-25,ULTA,"ULTA BEAUTY, INC.",Consumer Discretionary,Consumer Discretionary,47.1,66.1,19.0
2026-08-25,UNG,UNITED STATES NAT GAS,Energy Complex,Commodities,24.5,85.1,60.6
2026-08-25,UNH,UNITEDHEALTH GROUP INC.,Health Care,Health Care,-72.5,8.1,80.6
2026-08-25,UNP,UNION PACIFIC ,Industrials,Industrials,15.4,73.6,58.2
2026-08-25,UPS,"UNITED PARCEL SERVICE, INC.",Industrials,Industrials,2.3,36.7,34.4
2026-08-25,URA,GLBL X URANIUM ETF,,Commodities,82.4,94.6,12.2
2026-08-25,URI,"UNITED RENTALS, INC.",Industrials,Industrials,-50.2,26.4,76.6
2026-08-25,URNM,SPROTT URANIUM MINERS,,MR Discretion,85.6,95.4,9.8
2026-08-25,USB,U.S. BANCORP,Financials,Financials,-71.7,15.7,87.4
2026-08-25,USO,UNITED STATES OIL FUND,Energy Complex,Commodities,52.0,54.2,2.2
2026-08-25,UUP,INVESCO DB USD IDX BL,,Currencies,-91.6,0.6,92.2
2026-08-25,V,VISA INC.,Financials,Financials,-10.9,83.9,94.8
2026-08-25,VAL,VALARIS LIMITED,,MR Discretion,82.5,83.5,1.0
2026-08-25,VEEV,VEEVA SYSTEMS INC.,Health Care,Health Care,57.2,96.6,39.4
2026-08-25,VICI,VICI PROPERTIES INC.,Real Estate,Real Estate,2.7,39.9,37.2
2026-08-25,VIX,CBOE MKT VOLATILITY IDX,,Volatility,-37.3,17.7,55.0
2026-08-25,VLO,VALERO ENERGY ,Energy,Energy,38.0,79.2,41.2
2026-08-25,VLTO,VERALTO ,Industrials,Industrials,-27.3,60.5,87.8
2026-08-25,VMC,VULCAN MATERIALS COMPANY,Materials,Materials,-37.0,26.4,63.4
2026-08-25,VNM,VANECK:VIETNAM,,Foreign,43.7,83.5,39.8
2026-08-25,VRSK,"VERISK ANALYTICS, INC.",Industrials,Industrials,-42.6,21.6,64.2
2026-08-25,VRSN,"VERISIGN, INC.",Information Technology,Information Technology,48.4,56.2,7.8
2026-08-25,VRT,VERTIV HOLDINGS CO,Industrials,Industrials,-3.8,30.4,34.2
2026-08-25,VRTX,VERTEX PHARMACEUTICALS INC.,Health Care,Health Care,-5.5,93.5,99.0
2026-08-25,VST,VISTRA CORP.,Utilities,Utilities,-36.2,30.0,66.2
2026-08-25,VTR,"VENTAS, INC.",Real Estate,Real Estate,-44.2,26.0,70.2
2026-08-25,VTRS,VIATRIS INC.,Health Care,Health Care,-15.3,15.3,30.6
2026-08-25,VXN,CBOE NASDAQ MKT VOL NDX,,Volatility,-61.8,3.4,65.2
2026-08-25,VZ,VERIZON COMMUNICATIONS INC.,Communication Services,Communication Services,65.8,74.0,8.2
2026-08-25,WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES ,Industrials,Industrials,-48.3,9.7,58.0
2026-08-25,WAT,WATERS ,Health Care,Health Care,39.4,74.4,35.0
2026-08-25,WBD,"WARNER BROS. DISCOVERY, INC.",Communication Services,Communication Services,66.4,99.4,33.0
2026-08-25,WDAY,"WORKDAY, INC.",Information Technology,Information Technology,72.9,87.9,15.0
2026-08-25,WDC,WESTERN DIGITAL ,Information Technology,Information Technology,-7.3,14.5,21.8
2026-08-25,WEAT,TEUCRIUM:WHEAT,,Commodities,54.3,68.5,14.2
2026-08-25,WEC,"WEC ENERGY GROUP, INC.",Utilities,Utilities,-74.9,11.3,86.2
2026-08-25,WELL,WELLTOWER INC.,Real Estate,Real Estate,-55.4,30.4,85.8
2026-08-25,WFC,WELLS FARGO & COMPANY,Financials,Financials,-50.0,28.6,78.6
2026-08-25,WM,"WASTE MANAGEMENT, INC.",Industrials,Industrials,-78.8,5.0,83.8
2026-08-25,WMB,"THE WILLIAMS COMPANIES, INC.",Energy,Energy,-21.2,50.6,71.8
2026-08-25,WMT,WALMART INC.,Consumer Staples,Consumer Staples,-14.5,16.9,31.4
2026-08-25,WRB,W. R. BERKLEY ,Financials,Financials,-96.8,0.2,97.0
2026-08-25,WSM,"WILLIAMS-SONOMA, INC.",Consumer Discretionary,Consumer Discretionary,-47.9,38.3,86.2
2026-08-25,WST,"WEST PHARMACEUTICAL SERVICES, INC.",Health Care,Health Care,-32.1,66.1,98.2
2026-08-25,WTW,WILLIS TOWERS WATSON,Financials,Financials,20.5,81.9,61.4
2026-08-25,WY,WEYERHAEUSER COMPANY,Real Estate,Real Estate,-8.8,54.6,63.4
2026-08-25,WYNN,"WYNN RESORTS, LIMITED",Consumer Discretionary,Consumer Discretionary,34.4,50.6,16.2
2026-08-25,XEL,XCEL ENERGY INC.,Utilities,Utilities,-57.3,15.3,72.6
2026-08-25,XES,SPDR S&P OIL&GAS E&S,,MR Discretion,68.6,73.6,5.0
2026-08-25,XLB,SEL SECTOR:MATRLS SPDR,,Sector & Style ETFs,16.7,57.3,40.6
2026-08-25,XLC,SEL SECTOR:COMM SVC SPDR,,Sector & Style ETFs,68.6,72.0,3.4
2026-08-25,XLE,SEL SECTOR:ENERGY SPDR,,Sector & Style ETFs,66.6,69.6,3.0
2026-08-25,XLF,SEL SECTOR:FINL S SPDR,,Sector & Style ETFs,-32.4,53.0,85.4
2026-08-25,XLI,SEL SECTOR:INDUST SPDR,,Sector & Style ETFs,-67.3,14.1,81.4
2026-08-25,XLK,SEL SECTOR:TECH SPDR,,Sector & Style ETFs,47.6,69.8,22.2
2026-08-25,XLP,SEL SECTOR:C STP SPDR,,Sector & Style ETFs,-16.9,42.7,59.6
2026-08-25,XLRE,SEL SECTOR:RL EST SPDR,,Sector & Style ETFs,-40.2,21.2,61.4
2026-08-25,XLU,SEL SECTOR:UTIL SPDR,,Sector & Style ETFs,-73.6,3.8,77.4
2026-08-25,XLV,SEL SECTOR:H CARE SPDR,,Sector & Style ETFs,-20.9,66.1,87.0
2026-08-25,XLY,SEL SECTOR:C DSC SPDR,,Sector & Style ETFs,44.2,80.8,36.6
2026-08-25,XOM,EXXON MOBIL ,Energy,Energy,52.7,58.1,5.4
2026-08-25,XOP,SPDR S&P OIL&GAS EXP,,MR Discretion,67.8,72.0,4.2
2026-08-25,XYL,XYLEM INC.,Industrials,Industrials,-81.3,15.3,96.6
2026-08-25,XYZ,"BLOCK, INC.",Financials,Financials,-1.9,40.3,42.2
2026-08-25,YUM,"YUM! BRANDS, INC.",Consumer Discretionary,Consumer Discretionary,-24.6,70.0,94.6
2026-08-25,ZBH,"ZIMMER BIOMET HOLDINGS, INC.",Health Care,Health Care,2.6,70.4,67.8
2026-08-25,ZBRA,ZEBRA TECHNOLOGIES ,Information Technology,Information Technology,10.4,81.0,70.6
2026-08-25,ZTS,ZOETIS INC.,Health Care,Health Care,29.5,64.5,35.0
