Ticker,Ticker_name,Category,Date,model_score,previous_model_score,model_score_daily_change
SCHP,SCHWAB STR:US TIPS,Bonds,2026-06-04,61.0,34.0,27.0
HYD,VANECK:HIGH YIELD MUNI,Bonds,2026-06-04,49.0,20.0,29.0
IEF,ISHARES:7-10 TRS BD ETF,Bonds,2026-06-04,49.0,20.0,29.0
EDV,VANGUARD EXT DUR T;ETF,Bonds,2026-06-04,49.0,21.0,28.0
TIP,ISHARES:TIPS BD ETF,Bonds,2026-06-04,46.0,46.0,0.0
MUB,ISHARES:NATL MUNI BOND,Bonds,2026-06-04,44.0,44.0,0.0
STIP,ISHARES:0-5 TIPS BD ETF,Bonds,2026-06-04,43.0,62.0,-19.0
PFF,ISHARES:PREF AND INC SEC,Bonds,2026-06-04,31.0,51.0,-20.0
LQD,ISHARES:IBOXX $IG CORP,Bonds,2026-06-04,27.0,35.0,-8.0
TLT,ISHARES:20+ TRS BD ETF,Bonds,2026-06-04,21.0,21.0,0.0
HYG,ISHARES:IBOXX $HY CORP,Bonds,2026-06-04,8.0,35.0,-27.0
SHY,ISHARES:1-3 TRS BD ETF,Bonds,2026-06-04,4.0,36.0,-32.0
JNK,SPDR BBG HIGH YIELD BD,Bonds,2026-06-04,-3.0,29.0,-32.0
DBB,INVESCO DB MS BMTL,Commodities,2026-06-04,26.0,35.0,-9.0
SOYB,TEUCRIUM:SOYBEAN,Commodities,2026-06-04,18.0,38.0,-20.0
URA,GLBL X URANIUM ETF,Commodities,2026-06-04,17.0,46.0,-29.0
TAGS,TEUCRIUM:AGRICULTURAL,Commodities,2026-06-04,15.0,33.0,-18.0
GLD,SPDR GOLD,Commodities,2026-06-04,9.0,37.0,-28.0
CPER,UNITED STATES COPPER IDX,Commodities,2026-06-04,8.0,-1.0,9.0
CANE,TEUCRIUM:SUGAR,Commodities,2026-06-04,4.0,12.0,-8.0
WEAT,TEUCRIUM:WHEAT,Commodities,2026-06-04,3.0,3.0,0.0
USO,UNITED STATES OIL FUND,Commodities,2026-06-04,-1.0,34.0,-35.0
COMT,ISHARES:GSCI COMM DYN RS,Commodities,2026-06-04,-1.0,6.0,-7.0
GDX,VANECK:GOLD MINERS,Commodities,2026-06-04,-2.0,-5.0,3.0
SILJ,ETFMG PRIME JR SILVR MNR,Commodities,2026-06-04,-2.0,-12.0,10.0
GDXJ,VANECK:JR GOLD MINERS,Commodities,2026-06-04,-5.0,-5.0,0.0
CORN,TEUCRIUM:CORN,Commodities,2026-06-04,-9.0,-9.0,0.0
DBC,INVESCO DB CM IDX,Commodities,2026-06-04,-18.0,6.0,-24.0
DBA,INVESCO DB MS AGRI,Commodities,2026-06-04,-26.0,-26.0,0.0
SLV,ISHARES:SILVER TRUST,Commodities,2026-06-04,-28.0,-28.0,0.0
UNG,UNITED STATES NAT GAS,Commodities,2026-06-04,-29.0,-61.0,32.0
PPLT,ABRDN:PHYSICAL PLATINUM,Commodities,2026-06-04,-61.0,-6.0,-55.0
WBD,"WARNER BROS. DISCOVERY, INC.",Communication Services,2026-06-04,34.0,41.0,-7.0
VZ,VERIZON COMMUNICATIONS INC.,Communication Services,2026-06-04,32.0,5.0,27.0
EA,ELECTRONIC ARTS INC.,Communication Services,2026-06-04,28.0,38.0,-10.0
CHTR,"CHARTER COMMUNICATIONS, INC.",Communication Services,2026-06-04,17.0,17.0,0.0
TTWO,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",Communication Services,2026-06-04,15.0,15.0,0.0
OMC,OMNICOM GROUP INC.,Communication Services,2026-06-04,15.0,20.0,-5.0
T,AT&T INC.,Communication Services,2026-06-04,13.0,17.0,-4.0
LYV,"LIVE NATION ENTERTAINMENT, INC.",Communication Services,2026-06-04,9.0,34.0,-25.0
SATS,ECHOSTAR CORPORATION,Communication Services,2026-06-04,8.0,54.0,-46.0
NFLX,"NETFLIX, INC.",Communication Services,2026-06-04,6.0,6.0,0.0
DIS,THE WALT DISNEY COMPANY,Communication Services,2026-06-04,-13.0,-22.0,9.0
FOXA,FOX ,Communication Services,2026-06-04,-15.0,-25.0,10.0
TMUS,"T-MOBILE US, INC.",Communication Services,2026-06-04,-16.0,-16.0,0.0
PSKY,PARAMOUNT SKYDANCE ,Communication Services,2026-06-04,-18.0,26.0,-44.0
CMCSA,COMCAST ,Communication Services,2026-06-04,-18.0,-18.0,0.0
META,"META PLATFORMS, INC.",Communication Services,2026-06-04,-21.0,-21.0,0.0
TKO,"TKO GROUP HOLDINGS, INC.",Communication Services,2026-06-04,-31.0,47.0,-78.0
TTD,"THE TRADE DESK, INC.",Communication Services,2026-06-04,-32.0,-64.0,32.0
NWSA,NEWS CORP.,Communication Services,2026-06-04,-40.0,-18.0,-22.0
GOOGL,ALPHABET INC.,Communication Services,2026-06-04,-46.0,-18.0,-28.0
LVS,LAS VEGAS SANDS CORP.,Consumer Discretionary,2026-06-04,75.0,62.0,13.0
LULU,LULULEMON ATHLETICA INC.,Consumer Discretionary,2026-06-04,62.0,62.0,0.0
LOW,"LOWE'S COMPANIES, INC.",Consumer Discretionary,2026-06-04,57.0,36.0,21.0
ORLY,"O'REILLY AUTOMOTIVE, INC.",Consumer Discretionary,2026-06-04,47.0,19.0,28.0
EXPE,"EXPEDIA GROUP, INC.",Consumer Discretionary,2026-06-04,46.0,46.0,0.0
TSLA,"TESLA, INC.",Consumer Discretionary,2026-06-04,42.0,42.0,0.0
MAR,"MARRIOTT INTERNATIONAL, INC.",Consumer Discretionary,2026-06-04,41.0,33.0,8.0
GPC,GENUINE PARTS COMPANY,Consumer Discretionary,2026-06-04,39.0,39.0,0.0
ROST,"ROSS STORES, INC.",Consumer Discretionary,2026-06-04,39.0,39.0,0.0
WYNN,"WYNN RESORTS, LIMITED",Consumer Discretionary,2026-06-04,38.0,38.0,0.0
DRI,"DARDEN RESTAURANTS, INC.",Consumer Discretionary,2026-06-04,37.0,34.0,3.0
ULTA,"ULTA BEAUTY, INC.",Consumer Discretionary,2026-06-04,36.0,36.0,0.0
HAS,"HASBRO, INC.",Consumer Discretionary,2026-06-04,35.0,46.0,-11.0
MCD,MCDONALD'S ,Consumer Discretionary,2026-06-04,34.0,31.0,3.0
MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,2026-06-04,31.0,29.0,2.0
POOL,POOL ,Consumer Discretionary,2026-06-04,29.0,29.0,0.0
DHI,"D.R. HORTON, INC.",Consumer Discretionary,2026-06-04,29.0,62.0,-33.0
NKE,"NIKE, INC.",Consumer Discretionary,2026-06-04,29.0,9.0,20.0
YUM,"YUM! BRANDS, INC.",Consumer Discretionary,2026-06-04,28.0,75.0,-47.0
RL,RALPH LAUREN ,Consumer Discretionary,2026-06-04,27.0,55.0,-28.0
GM,GENERAL MOTORS COMPANY,Consumer Discretionary,2026-06-04,27.0,27.0,0.0
ABNB,"AIRBNB, INC.",Consumer Discretionary,2026-06-04,23.0,23.0,0.0
TPR,"TAPESTRY, INC.",Consumer Discretionary,2026-06-04,21.0,30.0,-9.0
TJX,"THE TJX COMPANIES, INC.",Consumer Discretionary,2026-06-04,20.0,20.0,0.0
HLT,HILTON WORLDWIDE HOLDINGS INC.,Consumer Discretionary,2026-06-04,19.0,53.0,-34.0
CVNA,CARVANA CO.,Consumer Discretionary,2026-06-04,14.0,-13.0,27.0
HD,"THE HOME DEPOT, INC.",Consumer Discretionary,2026-06-04,12.0,6.0,6.0
CCL,CARNIVAL CORP,Consumer Discretionary,2026-06-04,12.0,45.0,-33.0
LEN,LENNAR ,Consumer Discretionary,2026-06-04,7.0,14.0,-7.0
PHM,"PULTEGROUP, INC.",Consumer Discretionary,2026-06-04,-1.0,12.0,-13.0
F,FORD MOTOR COMPANY,Consumer Discretionary,2026-06-04,-1.0,-4.0,3.0
EBAY,EBAY INC.,Consumer Discretionary,2026-06-04,-1.0,-1.0,0.0
DECK,DECKERS OUTDOOR ,Consumer Discretionary,2026-06-04,-3.0,-11.0,8.0
AMZN,"AMAZON.COM, INC.",Consumer Discretionary,2026-06-04,-4.0,13.0,-17.0
TSCO,TRACTOR SUPPLY COMPANY,Consumer Discretionary,2026-06-04,-5.0,-5.0,0.0
APTV,APTIV PLC,Consumer Discretionary,2026-06-04,-10.0,-27.0,17.0
AZO,"AUTOZONE, INC.",Consumer Discretionary,2026-06-04,-13.0,18.0,-31.0
BBY,"BEST BUY CO., INC.",Consumer Discretionary,2026-06-04,-14.0,-3.0,-11.0
SBUX,STARBUCKS ,Consumer Discretionary,2026-06-04,-15.0,-26.0,11.0
NVR,"NVR, INC.",Consumer Discretionary,2026-06-04,-18.0,-18.0,0.0
DPZ,"DOMINO'S PIZZA, INC.",Consumer Discretionary,2026-06-04,-21.0,-25.0,4.0
CMG,"CHIPOTLE MEXICAN GRILL, INC.",Consumer Discretionary,2026-06-04,-26.0,0.0,-26.0
GRMN,GARMIN LTD,Consumer Discretionary,2026-06-04,-32.0,-5.0,-27.0
RCL,ROYAL CARIBBEAN CRUISES LTD.,Consumer Discretionary,2026-06-04,-37.0,-24.0,-13.0
BKNG,BOOKING HOLDINGS INC.,Consumer Discretionary,2026-06-04,-37.0,-15.0,-22.0
DASH,"DOORDASH, INC.",Consumer Discretionary,2026-06-04,-39.0,3.0,-42.0
WSM,"WILLIAMS-SONOMA, INC.",Consumer Discretionary,2026-06-04,-41.0,-20.0,-21.0
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD.,Consumer Discretionary,2026-06-04,-46.0,-3.0,-43.0
STZ,"CONSTELLATION BRANDS, INC.",Consumer Staples,2026-06-04,75.0,75.0,0.0
PG,THE PROCTER & GAMBLE COMPANY,Consumer Staples,2026-06-04,57.0,17.0,40.0
KO,THE COCA-COLA COMPANY,Consumer Staples,2026-06-04,54.0,42.0,12.0
DG,DOLLAR GENERAL ,Consumer Staples,2026-06-04,53.0,33.0,20.0
KR,THE KROGER CO.,Consumer Staples,2026-06-04,48.0,48.0,0.0
BG,BUNGE LIMITED,Consumer Staples,2026-06-04,47.0,47.0,0.0
GIS,"GENERAL MILLS, INC.",Consumer Staples,2026-06-04,47.0,47.0,0.0
BF.B,BROWN-FORMAN ,Consumer Staples,2026-06-04,43.0,38.0,5.0
ADM,ARCHER-DANIELS-MIDLAND COMPANY.,Consumer Staples,2026-06-04,38.0,33.0,5.0
SYY,SYSCO ,Consumer Staples,2026-06-04,38.0,14.0,24.0
PEP,"PEPSICO, INC.",Consumer Staples,2026-06-04,37.0,37.0,0.0
TAP,MOLSON COORS BEVERAGE COMPANY,Consumer Staples,2026-06-04,36.0,28.0,8.0
KHC,THE KRAFT HEINZ COMPANY,Consumer Staples,2026-06-04,28.0,18.0,10.0
EL,THE ESTEE LAUDER COMPANIES INC.,Consumer Staples,2026-06-04,23.0,13.0,10.0
MDLZ,"MONDELEZ INTERNATIONAL, INC.",Consumer Staples,2026-06-04,22.0,-9.0,31.0
CL,COLGATE-PALMOLIVE COMPANY,Consumer Staples,2026-06-04,19.0,19.0,0.0
TGT,TARGET ,Consumer Staples,2026-06-04,15.0,5.0,10.0
KVUE,KENVUE INC.,Consumer Staples,2026-06-04,8.0,24.0,-16.0
CHD,"CHURCH & DWIGHT CO., INC.",Consumer Staples,2026-06-04,8.0,13.0,-5.0
CLX,THE CLOROX COMPANY,Consumer Staples,2026-06-04,7.0,4.0,3.0
MNST,MONSTER BEVERAGE ,Consumer Staples,2026-06-04,7.0,6.0,1.0
PM,PHILIP MORRIS INTERNATIONAL INC.,Consumer Staples,2026-06-04,6.0,6.0,0.0
CPB,CAMPBELL SOUP COMPANY,Consumer Staples,2026-06-04,6.0,6.0,0.0
DLTR,"DOLLAR TREE, INC.",Consumer Staples,2026-06-04,3.0,-6.0,9.0
SJM,THE J. M. SMUCKER COMPANY,Consumer Staples,2026-06-04,3.0,3.0,0.0
HSY,THE HERSHEY COMPANY,Consumer Staples,2026-06-04,2.0,2.0,0.0
CAG,"CONAGRA BRANDS, INC.",Consumer Staples,2026-06-04,0.0,0.0,0.0
WMT,WALMART INC.,Consumer Staples,2026-06-04,0.0,8.0,-8.0
CASY,"CASEY'S GENERAL STORES, INC.",Consumer Staples,2026-06-04,-0.0,0.0,-0.0
MKC,"MCCORMICK & COMPANY, INC.",Consumer Staples,2026-06-04,-1.0,43.0,-44.0
MO,"ALTRIA GROUP, INC.",Consumer Staples,2026-06-04,-2.0,20.0,-22.0
KMB,KIMBERLY-CLARK ,Consumer Staples,2026-06-04,-15.0,-15.0,0.0
TSN,"TYSON FOODS, INC.",Consumer Staples,2026-06-04,-20.0,-48.0,28.0
COST,COSTCO WHOLESALE ,Consumer Staples,2026-06-04,-25.0,27.0,-52.0
KDP,KEURIG DR PEPPER INC.,Consumer Staples,2026-06-04,-34.0,7.0,-41.0
HRL,HORMEL FOODS ,Consumer Staples,2026-06-04,-41.0,-51.0,10.0
FXB,INVESCO:GBP STERLING,Currencies,2026-06-04,36.0,36.0,0.0
FXC,INVESCO:CANADIAN DOLLAR,Currencies,2026-06-04,20.0,20.0,0.0
FXE,INVESCO:EURO,Currencies,2026-06-04,9.0,36.0,-27.0
FXA,INVESCO:AU DOLLAR,Currencies,2026-06-04,3.0,20.0,-17.0
UUP,INVESCO DB USD IDX BL,Currencies,2026-06-04,-27.0,-37.0,10.0
FXY,INVESCO:JAPANESE YEN,Currencies,2026-06-04,-34.0,-34.0,0.0
SLB,SCHLUMBERGER N.V.,Energy,2026-06-04,47.0,30.0,17.0
BKR,BAKER HUGHES COMPANY,Energy,2026-06-04,31.0,34.0,-3.0
EOG,"EOG RESOURCES, INC.",Energy,2026-06-04,30.0,-19.0,49.0
COP,CONOCOPHILLIPS,Energy,2026-06-04,22.0,31.0,-9.0
XOM,EXXON MOBIL ,Energy,2026-06-04,17.0,16.0,1.0
HAL,HALLIBURTON COMPANY,Energy,2026-06-04,12.0,31.0,-19.0
DVN,DEVON ENERGY ,Energy,2026-06-04,11.0,-25.0,36.0
EQT,EQT ,Energy,2026-06-04,10.0,56.0,-46.0
WMB,"THE WILLIAMS COMPANIES, INC.",Energy,2026-06-04,8.0,-10.0,18.0
CVX,CHEVRON ,Energy,2026-06-04,7.0,16.0,-9.0
EXE,EXPAND ENERGY ,Energy,2026-06-04,2.0,-21.0,23.0
APA,APA ,Energy,2026-06-04,1.0,-15.0,16.0
VLO,VALERO ENERGY ,Energy,2026-06-04,-1.0,-32.0,31.0
OKE,"ONEOK, INC.",Energy,2026-06-04,-15.0,-25.0,10.0
TRGP,TARGA RESOURCES CORP.,Energy,2026-06-04,-19.0,31.0,-50.0
TPL,TEXAS PACIFIC LAND ,Energy,2026-06-04,-22.0,-22.0,0.0
PSX,PHILLIPS 66,Energy,2026-06-04,-27.0,-27.0,0.0
MPC,MARATHON PETROLEUM ,Energy,2026-06-04,-31.0,-58.0,27.0
KMI,"KINDER MORGAN, INC.",Energy,2026-06-04,-34.0,13.0,-47.0
FANG,"DIAMONDBACK ENERGY, INC.",Energy,2026-06-04,-41.0,-34.0,-7.0
OXY,OCCIDENTAL PETROLEUM ,Energy,2026-06-04,-45.0,-14.0,-31.0
CFG,"CITIZENS FINANCIAL GROUP, INC.",Financials,2026-06-04,84.0,84.0,0.0
BLK,"BLACKROCK, INC.",Financials,2026-06-04,65.0,83.0,-18.0
STT,STATE STREET ,Financials,2026-06-04,54.0,33.0,21.0
GL,GLOBE LIFE INC.,Financials,2026-06-04,50.0,36.0,14.0
COF,CAPITAL ONE FINANCIAL ,Financials,2026-06-04,50.0,52.0,-2.0
SYF,SYNCHRONY FINANCIAL,Financials,2026-06-04,50.0,77.0,-27.0
PFG,"PRINCIPAL FINANCIAL GROUP, INC.",Financials,2026-06-04,47.0,51.0,-4.0
ICE,"INTERCONTINENTAL EXCHANGE, INC.",Financials,2026-06-04,47.0,-10.0,57.0
TRV,"THE TRAVELERS COMPANIES, INC.",Financials,2026-06-04,46.0,12.0,34.0
IVZ,INVESCO LTD.,Financials,2026-06-04,44.0,70.0,-26.0
IBKR,"INTERACTIVE BROKERS GROUP, INC.",Financials,2026-06-04,44.0,74.0,-30.0
NTRS,NORTHERN TRUST ,Financials,2026-06-04,41.0,57.0,-16.0
GPN,GLOBAL PAYMENTS INC.,Financials,2026-06-04,39.0,6.0,33.0
KEY,KEYCORP,Financials,2026-06-04,38.0,84.0,-46.0
USB,U.S. BANCORP,Financials,2026-06-04,38.0,99.0,-61.0
AXP,AMERICAN EXPRESS COMPANY,Financials,2026-06-04,38.0,46.0,-8.0
MCO,MOODY'S ,Financials,2026-06-04,38.0,-7.0,45.0
L,LOEWS ,Financials,2026-06-04,37.0,47.0,-10.0
CB,CHUBB LTD,Financials,2026-06-04,36.0,51.0,-15.0
CINF,CINCINNATI FINANCIAL ,Financials,2026-06-04,35.0,17.0,18.0
AFL,AFLAC INC.,Financials,2026-06-04,35.0,74.0,-39.0
C,CITIGROUP INC.,Financials,2026-06-04,33.0,74.0,-41.0
MSCI,MSCI INC.,Financials,2026-06-04,31.0,31.0,0.0
BNY,THE BANK OF NEW YORK MELLON ,Financials,2026-06-04,25.0,57.0,-32.0
EG,"EVEREST GROUP, LTD.",Financials,2026-06-04,23.0,39.0,-16.0
JPM,JPMORGAN CHASE & CO.,Financials,2026-06-04,21.0,50.0,-29.0
TFC,TRUIST FINANCIAL ,Financials,2026-06-04,20.0,84.0,-64.0
GS,"THE GOLDMAN SACHS GROUP, INC.",Financials,2026-06-04,18.0,59.0,-41.0
MS,MORGAN STANLEY,Financials,2026-06-04,18.0,59.0,-41.0
ACGL,ARCH CAPITAL GROUP LTD.,Financials,2026-06-04,17.0,24.0,-7.0
FITB,FIFTH THIRD BANCORP,Financials,2026-06-04,15.0,74.0,-59.0
PNC,"THE PNC FINANCIAL SERVICES GROUP, INC.",Financials,2026-06-04,15.0,74.0,-59.0
MTB,M&T BANK ,Financials,2026-06-04,15.0,55.0,-40.0
NDAQ,"NASDAQ, INC.",Financials,2026-06-04,13.0,48.0,-35.0
ALL,THE ALLSTATE ,Financials,2026-06-04,11.0,11.0,0.0
JKHY,"JACK HENRY & ASSOCIATES, INC.",Financials,2026-06-04,11.0,-4.0,15.0
BEN,"FRANKLIN RESOURCES, INC.",Financials,2026-06-04,9.0,34.0,-25.0
BRK.B,"BERKSHIRE HATHAWAY INC.,",Financials,2026-06-04,7.0,-4.0,11.0
AIG,"AMERICAN INTERNATIONAL GROUP, INC.",Financials,2026-06-04,4.0,-55.0,59.0
KKR,KKR & CO. INC.,Financials,2026-06-04,3.0,-21.0,24.0
WRB,W. R. BERKLEY ,Financials,2026-06-04,3.0,10.0,-7.0
CBOE,"CBOE GLOBAL MARKETS, INC.",Financials,2026-06-04,-0.0,-24.0,24.0
CME,CME GROUP INC.,Financials,2026-06-04,-0.0,-6.0,6.0
HBAN,HUNTINGTON BANCSHARES INC.,Financials,2026-06-04,-2.0,20.0,-22.0
BAC,BANK OF AMERICA ,Financials,2026-06-04,-2.0,31.0,-33.0
APO,"APOLLO GLOBAL MANAGEMENT, INC.",Financials,2026-06-04,-5.0,-5.0,0.0
V,VISA INC.,Financials,2026-06-04,-5.0,14.0,-19.0
MA,MASTERCARD INC..,Financials,2026-06-04,-5.0,-12.0,7.0
TROW,"T. ROWE PRICE GROUP, INC.",Financials,2026-06-04,-10.0,-6.0,-4.0
FDS,FACTSET RESEARCH SYSTEMS INC.,Financials,2026-06-04,-10.0,-44.0,34.0
RF,REGIONS FINANCIAL ,Financials,2026-06-04,-11.0,65.0,-76.0
MET,"METLIFE, INC.",Financials,2026-06-04,-12.0,55.0,-67.0
SPGI,S&P GLOBAL INC.,Financials,2026-06-04,-13.0,-39.0,26.0
XYZ,"BLOCK, INC.",Financials,2026-06-04,-13.0,-13.0,0.0
AIZ,"ASSURANT, INC.",Financials,2026-06-04,-14.0,13.0,-27.0
AMP,"AMERIPRISE FINANCIAL, INC.",Financials,2026-06-04,-14.0,-21.0,7.0
PYPL,"PAYPAL HOLDINGS, INC.",Financials,2026-06-04,-17.0,-17.0,0.0
PRU,"PRUDENTIAL FINANCIAL, INC.",Financials,2026-06-04,-19.0,-32.0,13.0
ARES,ARES MANAGEMENT CORP,Financials,2026-06-04,-19.0,-5.0,-14.0
MRSH,"MARSH & MCLENNAN COMPANIES, INC.",Financials,2026-06-04,-21.0,4.0,-25.0
BX,BLACKSTONE INC,Financials,2026-06-04,-22.0,22.0,-44.0
HIG,THE HARTFORD FINANCIAL SERVICES GROUP,Financials,2026-06-04,-23.0,19.0,-42.0
FISV,"FISERV, INC.",Financials,2026-06-04,-24.0,-64.0,40.0
WFC,WELLS FARGO & COMPANY,Financials,2026-06-04,-27.0,3.0,-30.0
RJF,"RAYMOND JAMES FINANCIAL, INC.",Financials,2026-06-04,-30.0,4.0,-34.0
FIS,FIDELITY NATIONAL INFORMATION SERVICES,Financials,2026-06-04,-32.0,-23.0,-9.0
SCHW,THE CHARLES SCHWAB ,Financials,2026-06-04,-33.0,-21.0,-12.0
AJG,ARTHUR J. GALLAGHER & CO.,Financials,2026-06-04,-35.0,-23.0,-12.0
PGR,THE PROGRESSIVE ,Financials,2026-06-04,-35.0,-14.0,-21.0
AON,AON PLC,Financials,2026-06-04,-38.0,-26.0,-12.0
