Date,Ticker,Ticker_name,Category,Close,lt_pt_sm,change_pct,Ivol,rvol,prem_disc,model_score,Spread_Quad,rating,day_rr_ratio,week_rr_ratio,month_rr_ratio,day_pr_low,day_pr_high,week_pr_low,week_pr_high,month_pr_low,month_pr_high,day_dn,day_up,week_dn,week_up,month_dn,month_up
2026-07-10,ATO,ATMOS ENERGY ,Utilities,176.2,188.06,0.0673,0.1845,0.16487264,0.11904558573211421,-7.0,2,Neutral,2.0369393139841727,-1.3764988009592307,1.300899887514062,172.41,183.92,164.72,184.54,158.42,199.33,-0.02150964812712819,0.043813847900113556,-0.06515323496027237,0.04733257661748014,-0.1009080590238366,0.1312712826333713
2026-07-10,AVB,"AVALONBAY COMMUNITIES, INC.",Real Estate,191.84,191.68,-0.0008,0.207,0.24502303,-0.15518145375967318,-20.0,4,Neutral,1.7392120075046882,1.7239635995955467,-1.3074522044479124,186.51,201.11,181.95,208.89,158.33,217.47,-0.027783569641367856,0.04832151793160966,-0.05155337781484581,0.0888761467889907,-0.17467681401167634,0.13360091743119273
2026-07-10,AVGO,BROADCOM INC.,Information Technology,399.97,438.14,0.0954,0.4919,0.52608119,-0.0649732220990451,-32.0,3,Sell,-2.686774941995371,-1.5222091194968563,1.8986384266263234,365.23,412.9,322.52,450.85,314.04,563.12,-0.08685651423856788,0.03232742455684168,-0.19363952296422238,0.12720954071555357,-0.2148411130834813,0.4079055929194688
2026-07-10,AVY,AVERY DENNISON ,Materials,160.71,162.06,0.0084,0.2644,0.25364289,0.042410453531735115,-62.0,1,Sell,1.295798319327724,1.5695284159613028,-1.1183490800596732,154.76,168.42,152.44,173.69,138.22,180.82,-0.03702320950780924,0.0479746126563374,-0.051459150021778366,0.08076659822039689,-0.13994150955136586,0.12513222574824212
2026-07-10,AWK,"AMERICAN WATER WORKS COMPANY, INC.",Utilities,130.69,135.37,0.0358,0.247,0.26148489,-0.05539474957807322,-46.0,4,Sell,6.772058823529491,2.2811550151975677,1.0709342560553627,129.33,139.9,124.11,145.7,113.35,149.26,-0.010406304996556592,0.07047210957227024,-0.050348152115693656,0.11485193970464458,-0.13268038870609844,0.14209197337210178
2026-07-10,AXON,"AXON ENTERPRISE, INC.",Industrials,565.8,655.5,0.1585,0.7578,0.70622511,0.07302896664209513,-14.0,2,Neutral,59.1,2.3969389035252804,1.3057566765578645,563.3,713.55,486.09,756.86,397.3,785.82,-0.004418522446093975,0.2611346765641569,-0.14088016967126193,0.33768115942029,-0.2978084128667373,0.38886532343584324
2026-07-10,AXP,AMERICAN EXPRESS COMPANY,Financials,350.58,366.58,0.0456,0.2964,0.27454961,0.07958630864563965,-40.0,2,Sell,-1.4373522458628851,1.0887188208616796,-1.1705013736263727,332.34,363.27,315.3,388.99,282.41,408.82,-0.052028067773404074,0.0361971589936676,-0.10063323635118937,0.10956129841976159,-0.19444919847110487,0.16612470762736042
2026-07-10,AZO,"AUTOZONE, INC.",Consumer Discretionary,3072.64,3293.93,0.072,0.3145,0.37551148,-0.16247567184896716,-22.0,4,Neutral,-2.0108258583359033,-1.1600432224756845,1.2737667572066942,2877.61,3169.63,2782.78,3322.51,2616.12,3654.14,-0.06347310456154964,0.03156568943970006,-0.09433581545511338,0.08132094876067497,-0.14857581753801297,0.1892509373047282
2026-07-10,BA,THE BOEING COMPANY,Industrials,222.28,227.04,0.0214,0.3508,0.37946424,-0.07553871215901664,-31.0,3,Sell,2.6396396396396353,1.864864864864867,1.0732060884271557,216.73,236.93,209.33,246.43,180.89,266.7,-0.02496850818787122,0.06590786395537163,-0.058259852438365956,0.10864675184452044,-0.18620658628756526,0.19983804210905154
2026-07-10,BAC,BANK OF AMERICA ,Financials,59.67,60.51,0.0141,0.2405,0.20124114,0.19508366927358867,-54.0,2,Sell,1.3023255813953467,1.1084010840108376,-1.3782857142857146,57.95,61.91,55.98,63.76,47.61,68.42,-0.028825205295793466,0.03753980224568454,-0.06184012066365019,0.0685436567789508,-0.20211161387631982,0.14663985252220546
